timestamp,machine_id,spindle_speed,feed_rate,vibration,temperature,power_consumption,tool_id,cycle_count,machine_status
2026-09-14 18:00:00,CNC-08,5916,1247,1.333,38.32,3.63,T-13,1202,Running
2026-09-14 18:00:00,CNC-05,5976,1222,1.151,35.96,4.35,T-09,544,Running
2026-09-14 18:00:00,CNC-06,6022,1192,1.665,42.5,4.73,T-17,395,Running
2026-09-14 18:00:00,CNC-07,6003,1257,1.516,38.84,4.48,T-05,711,Running
2026-09-14 18:00:00,CNC-04,6078,1225,1.341,38.07,4.15,T-20,1076,Running
2026-09-14 20:00:00,CNC-08,6136,1212,1.13,36.82,4.13,T-19,1214,Running
2026-09-14 20:00:00,CNC-07,5949,1250,1.319,39.04,4.34,T-08,798,Running
2026-09-14 20:00:00,CNC-06,5882,1206,1.438,39.86,4.95,T-16,1037,Running
2026-09-14 20:00:00,CNC-05,6138,1191,1.147,38.24,4.35,T-01,1192,Running
2026-09-14 20:00:00,CNC-04,6120,1226,1.218,37.54,3.99,T-06,541,Running
2026-09-14 20:00:00,CNC-03,5851,1203,3.715,40.88,4.88,T-20,482,Warning
2026-09-14 20:00:00,CNC-02,6077,1218,1.357,40.32,4.38,T-03,474,Running
2026-09-14 20:00:00,CNC-01,5951,1239,1.292,38.73,4.14,T-15,553,Running
2026-09-14 22:00:00,CNC-01,6036,1233,1.182,37.5,4.76,T-05,913,Running
2026-09-14 22:00:00,CNC-02,6092,1205,1.186,40.2,4.11,T-16,399,Running
2026-09-14 22:00:00,CNC-03,6089,1197,3.531,41.68,4.87,T-11,423,Warning
2026-09-14 22:00:00,CNC-06,5781,1212,1.471,40.22,4.81,T-13,209,Running
2026-09-14 22:00:00,CNC-05,6052,1238,1.03,38.43,4.06,T-14,1010,Running
2026-09-14 22:00:00,CNC-07,6134,1229,1.327,37.67,4.42,T-18,582,Running
2026-09-14 22:00:00,CNC-08,6077,1221,1.327,36.78,3.61,T-16,1280,Running
2026-09-14 22:00:00,CNC-04,6050,1186,1.223,38.6,3.67,T-06,527,Running
2026-09-15 00:00:00,CNC-08,6076,1214,1.181,37.22,4.01,T-17,508,Running
2026-09-15 00:00:00,CNC-07,6022,1160,1.288,37.07,4.38,T-19,652,Running
2026-09-15 00:00:00,CNC-06,6006,1163,1.655,40.73,4.99,T-13,879,Running
2026-09-15 00:00:00,CNC-05,6179,1195,1.172,36.58,3.94,T-12,540,Running
2026-09-15 00:00:00,CNC-04,5852,1217,1.218,35.41,3.64,T-02,936,Running
2026-09-15 00:00:00,CNC-03,6085,1177,3.664,39.34,4.88,T-19,1020,Warning
2026-09-15 00:00:00,CNC-01,5881,1219,1.044,38.9,4.1,T-10,341,Running
2026-09-15 00:00:00,CNC-02,6054,1161,1.399,40.19,3.98,T-10,695,Running
2026-09-15 02:00:00,CNC-08,5961,1191,1.121,35.62,4.07,T-19,568,Running
2026-09-15 02:00:00,CNC-07,6116,1225,1.249,38.69,4.07,T-13,774,Running
2026-09-15 02:00:00,CNC-01,5951,1211,1.212,37.34,4.43,T-03,697,Running
2026-09-15 02:00:00,CNC-02,6050,1188,1.346,39.52,3.96,T-10,749,Running
2026-09-15 02:00:00,CNC-03,5901,1177,3.606,41.74,4.71,T-09,705,Warning
2026-09-15 02:00:00,CNC-04,5901,1220,1.45,37.55,4.23,T-05,823,Running
2026-09-15 02:00:00,CNC-05,5953,1167,0.977,36.29,4.32,T-14,478,Running
2026-09-15 02:00:00,CNC-06,5868,1180,1.622,40.81,4.7,T-06,1015,Running
2026-09-15 04:00:00,CNC-04,5956,1160,1.094,38.25,4.04,T-18,968,Running
2026-09-15 04:00:00,CNC-01,6174,1223,1.032,38.46,4.13,T-13,486,Running
2026-09-15 04:00:00,CNC-02,6075,1169,1.489,40.0,4.5,T-12,309,Running
2026-09-15 04:00:00,CNC-03,5917,1206,3.468,40.6,4.67,T-11,260,Warning
2026-09-15 04:00:00,CNC-07,5944,1198,1.231,36.81,4.43,T-03,583,Running
2026-09-15 04:00:00,CNC-06,5954,1200,1.458,41.4,5.05,T-13,848,Running
2026-09-15 04:00:00,CNC-05,6014,1183,0.918,36.67,4.24,T-03,368,Running
2026-09-15 04:00:00,CNC-08,5766,1230,1.009,36.46,3.91,T-03,924,Running
2026-09-15 06:00:00,CNC-01,5933,1184,0.891,37.12,4.47,T-04,397,Running
2026-09-15 06:00:00,CNC-02,5966,1201,1.417,39.03,4.47,T-12,747,Running
2026-09-15 06:00:00,CNC-03,6003,1186,3.832,40.65,4.59,T-10,365,Warning
2026-09-15 06:00:00,CNC-07,5933,1201,1.268,37.96,4.19,T-14,1442,Running
2026-09-15 06:00:00,CNC-05,6032,1264,1.1,38.92,3.66,T-11,395,Running
2026-09-15 06:00:00,CNC-06,5910,1157,1.455,43.7,4.72,T-19,1173,Running
2026-09-15 06:00:00,CNC-07,6137,1243,1.241,39.01,4.32,T-06,844,Running
2026-09-15 06:00:00,CNC-08,5904,1183,1.141,38.47,3.36,T-13,357,Running
2026-09-15 06:00:00,CNC-04,6004,1167,1.252,37.37,4.25,T-13,972,Running
2026-09-15 06:12:00,CNC-07,6015,1213,1.415,38.32,4.24,T-14,1452,Running
2026-09-15 06:24:00,CNC-07,6001,1189,1.545,38.61,4.21,T-14,1462,Running
2026-09-15 06:36:00,CNC-07,6004,1191,1.596,38.41,4.23,T-14,1472,Running
2026-09-15 06:48:00,CNC-07,6024,1185,1.659,39.02,4.3,T-14,1482,Running
2026-09-15 07:00:00,CNC-07,5953,1207,1.67,39.01,4.29,T-14,1492,Running
2026-09-15 07:12:00,CNC-07,6031,1187,1.769,39.34,4.33,T-14,1502,Running
2026-09-15 07:24:00,CNC-07,5971,1217,1.86,39.03,4.36,T-14,1512,Running
2026-09-15 07:36:00,CNC-07,6045,1200,1.828,39.56,4.4,T-14,1522,Running
2026-09-15 07:48:00,CNC-07,6057,1192,1.924,39.67,4.42,T-14,1532,Running
2026-09-15 08:00:00,CNC-07,6092,1205,2.035,39.91,4.42,T-14,1542,Running
2026-09-15 08:00:00,CNC-02,6173,1152,1.058,38.6,3.98,T-08,1222,Running
2026-09-15 08:00:00,CNC-01,6019,1238,1.219,37.78,4.66,T-19,1055,Running
2026-09-15 08:00:00,CNC-03,6093,1241,3.617,43.05,5.39,T-16,1143,Warning
2026-09-15 08:00:00,CNC-04,5967,1256,1.463,36.75,4.05,T-16,576,Running
2026-09-15 08:00:00,CNC-05,6021,1246,1.161,34.83,4.25,T-02,213,Running
2026-09-15 08:00:00,CNC-06,5879,1174,1.355,40.96,4.53,T-01,647,Running
2026-09-15 08:00:00,CNC-07,6146,1202,1.185,39.72,4.31,T-16,232,Running
2026-09-15 08:00:00,CNC-08,5834,1222,1.228,36.97,3.94,T-09,1297,Running
2026-09-15 08:12:00,CNC-07,6052,1205,2.005,39.92,4.47,T-14,1552,Running
2026-09-15 08:24:00,CNC-07,5930,1196,2.066,39.83,4.5,T-14,1562,Running
2026-09-15 08:36:00,CNC-07,5988,1193,2.052,40.05,4.61,T-14,1572,Running
2026-09-15 08:48:00,CNC-07,6036,1207,2.196,40.31,4.63,T-14,1582,Running
2026-09-15 09:00:00,CNC-07,6039,1210,2.188,40.48,4.67,T-14,1592,Running
2026-09-15 09:12:00,CNC-07,6002,1194,2.424,40.52,4.69,T-14,1602,Running
2026-09-15 09:24:00,CNC-07,6061,1188,2.381,40.67,4.7,T-14,1612,Running
2026-09-15 09:36:00,CNC-07,5961,1235,2.374,40.62,4.66,T-14,1622,Running
2026-09-15 09:48:00,CNC-07,5948,1201,2.485,41.08,4.68,T-14,1632,Running
2026-09-15 10:00:00,CNC-07,5942,1210,2.543,41.14,4.77,T-14,1642,Running
2026-09-15 10:00:00,CNC-08,5851,1237,1.182,37.34,4.07,T-07,959,Running
2026-09-15 10:00:00,CNC-06,5774,1210,1.679,43.76,5.21,T-16,1154,Running
2026-09-15 10:00:00,CNC-05,5976,1197,1.123,35.64,3.77,T-08,858,Running
2026-09-15 10:00:00,CNC-03,6261,1270,3.3,42.31,4.69,T-07,644,Warning
2026-09-15 10:00:00,CNC-02,5805,1163,1.346,39.29,4.57,T-07,305,Running
2026-09-15 10:00:00,CNC-01,5783,1207,1.205,38.81,4.16,T-05,995,Running
2026-09-15 10:00:00,CNC-04,5965,1171,1.334,39.09,3.9,T-04,1180,Running
2026-09-15 10:12:00,CNC-07,5991,1196,2.727,41.09,4.75,T-14,1652,Running
2026-09-15 10:24:00,CNC-07,5991,1208,2.735,41.28,4.83,T-14,1662,Running
2026-09-15 10:36:00,CNC-07,6001,1172,2.765,41.53,4.78,T-14,1672,Running
2026-09-15 10:48:00,CNC-07,5991,1217,2.801,41.92,4.84,T-14,1682,Running
2026-09-15 11:00:00,CNC-07,5953,1183,2.968,41.82,4.85,T-14,1692,Warning
2026-09-15 11:12:00,CNC-07,6020,1182,3.045,42.14,4.89,T-14,1702,Warning
2026-09-15 11:24:00,CNC-07,6001,1214,3.083,42.02,4.89,T-14,1712,Warning
2026-09-15 11:36:00,CNC-07,6057,1199,3.108,42.13,5.02,T-14,1722,Warning
2026-09-15 11:48:00,CNC-07,5997,1177,3.037,42.24,5.05,T-14,1732,Warning
2026-09-15 12:00:00,CNC-03,5954,1182,3.784,41.79,5.13,T-11,685,Warning
2026-09-15 12:00:00,CNC-01,6048,1258,0.932,37.28,4.61,T-08,290,Running
2026-09-15 12:00:00,CNC-02,5821,1183,1.276,39.48,4.36,T-02,486,Running
2026-09-15 12:00:00,CNC-07,6067,1207,3.288,42.38,4.99,T-14,1742,Warning
2026-09-15 12:00:00,CNC-04,5818,1177,1.639,38.59,4.5,T-10,763,Running
2026-09-15 12:00:00,CNC-05,5900,1153,0.987,39.62,3.9,T-16,296,Running
2026-09-15 12:00:00,CNC-06,6136,1201,1.394,41.55,4.93,T-11,1052,Running
2026-09-15 12:00:00,CNC-08,6150,1192,1.307,38.33,3.64,T-05,1148,Running
2026-09-15 12:12:00,CNC-07,5940,1211,3.203,42.66,5.08,T-14,1752,Warning
2026-09-15 12:24:00,CNC-07,5982,1197,3.334,42.73,5.13,T-14,1762,Warning
2026-09-15 12:36:00,CNC-07,5988,1175,3.384,42.84,5.08,T-14,1772,Warning
2026-09-15 12:48:00,CNC-07,6047,1214,3.497,43.14,5.19,T-14,1782,Warning
2026-09-15 13:00:00,CNC-07,6022,1199,3.462,43.58,5.15,T-14,1792,Critical
2026-09-15 13:12:00,CNC-07,5970,1203,3.66,43.85,5.18,T-14,1802,Critical
2026-09-15 13:24:00,CNC-07,5935,1203,3.686,43.49,5.23,T-14,1812,Critical
2026-09-15 13:36:00,CNC-07,5996,1213,3.716,43.97,5.26,T-14,1822,Critical
2026-09-15 13:48:00,CNC-07,6002,1196,3.725,44.14,5.31,T-14,1832,Critical
2026-09-15 14:00:00,CNC-02,6178,1152,1.562,40.68,4.19,T-14,966,Running
2026-09-15 14:00:00,CNC-03,5957,1189,3.509,40.39,4.65,T-13,364,Warning
2026-09-15 14:00:00,CNC-04,6001,1202,1.377,35.6,4.03,T-18,1004,Running
2026-09-15 14:00:00,CNC-05,6053,1204,0.867,37.24,3.78,T-01,811,Running
2026-09-15 14:00:00,CNC-08,5927,1171,1.203,37.45,3.57,T-14,232,Running
2026-09-15 14:00:00,CNC-01,6073,1228,1.369,37.88,4.46,T-02,341,Running
2026-09-15 14:00:00,CNC-06,6002,1192,1.665,41.92,5.27,T-05,764,Running
