component_id,machine_id,timestamp,dimension_name,expected_value,actual_value,tolerance,deviation,result,severity
CNC-2721,CNC-02,2026-09-14 12:00:00,Outer Diameter,25.0,25.031,0.1,0.031,PASS,Nominal
CNC-2717,CNC-01,2026-09-14 12:00:00,Outer Diameter,25.0,24.951,0.1,-0.049,PASS,Nominal
CNC-2725,CNC-03,2026-09-14 13:00:00,Outer Diameter,25.0,24.94,0.1,-0.06,PASS,Nominal
CNC-2737,CNC-07,2026-09-14 13:00:00,Outer Diameter,25.0,24.988,0.1,-0.012,PASS,Nominal
CNC-2732,CNC-06,2026-09-14 13:00:00,Outer Diameter,25.0,25.0,0.1,0.0,PASS,Nominal
CNC-2730,CNC-05,2026-09-14 13:00:00,Outer Diameter,25.0,25.028,0.1,0.028,PASS,Nominal
CNC-2813,CNC-07,2026-09-15 06:56:00,Outer Diameter,25.0,25.01,0.1,0.01,PASS,Nominal
CNC-2814,CNC-07,2026-09-15 07:08:00,Outer Diameter,25.0,25.033,0.1,0.033,PASS,Nominal
CNC-2815,CNC-07,2026-09-15 07:20:00,Outer Diameter,25.0,25.032,0.1,0.032,PASS,Nominal
CNC-2816,CNC-07,2026-09-15 07:32:00,Outer Diameter,25.0,25.034,0.1,0.034,PASS,Nominal
CNC-2817,CNC-07,2026-09-15 07:44:00,Outer Diameter,25.0,25.027,0.1,0.027,PASS,Nominal
CNC-2818,CNC-07,2026-09-15 07:56:00,Outer Diameter,25.0,25.035,0.1,0.035,PASS,Nominal
CNC-2819,CNC-07,2026-09-15 08:08:00,Outer Diameter,25.0,25.035,0.1,0.035,PASS,Nominal
CNC-2820,CNC-07,2026-09-15 08:20:00,Outer Diameter,25.0,25.054,0.1,0.054,PASS,Nominal
CNC-2821,CNC-07,2026-09-15 08:32:00,Outer Diameter,25.0,25.073,0.1,0.073,PASS,Nominal
CNC-2822,CNC-07,2026-09-15 08:44:00,Outer Diameter,25.0,25.078,0.1,0.078,PASS,Nominal
CNC-2823,CNC-07,2026-09-15 08:56:00,Outer Diameter,25.0,25.081,0.1,0.081,PASS,Nominal
CNC-2824,CNC-07,2026-09-15 09:08:00,Outer Diameter,25.0,25.091,0.1,0.091,PASS,Nominal
CNC-2825,CNC-07,2026-09-15 09:20:00,Outer Diameter,25.0,25.089,0.1,0.089,PASS,Nominal
CNC-2826,CNC-07,2026-09-15 09:32:00,Outer Diameter,25.0,25.103,0.1,0.103,FAIL,Warning
CNC-2827,CNC-07,2026-09-15 09:44:00,Outer Diameter,25.0,25.102,0.1,0.102,FAIL,Warning
CNC-2828,CNC-07,2026-09-15 09:56:00,Outer Diameter,25.0,25.136,0.1,0.136,FAIL,Warning
CNC-2829,CNC-07,2026-09-15 10:08:00,Outer Diameter,25.0,25.148,0.1,0.148,FAIL,Warning
CNC-2830,CNC-07,2026-09-15 10:20:00,Outer Diameter,25.0,25.137,0.1,0.137,FAIL,Warning
CNC-2831,CNC-07,2026-09-15 10:32:00,Outer Diameter,25.0,25.177,0.1,0.177,FAIL,Warning
CNC-2832,CNC-07,2026-09-15 10:44:00,Outer Diameter,25.0,25.182,0.1,0.182,FAIL,Warning
CNC-2833,CNC-07,2026-09-15 10:56:00,Outer Diameter,25.0,25.194,0.1,0.194,FAIL,Warning
CNC-2834,CNC-07,2026-09-15 11:08:00,Outer Diameter,25.0,25.19,0.1,0.19,FAIL,Warning
CNC-2835,CNC-07,2026-09-15 11:20:00,Outer Diameter,25.0,25.212,0.1,0.212,FAIL,Critical
CNC-2836,CNC-07,2026-09-15 11:32:00,Outer Diameter,25.0,25.243,0.1,0.243,FAIL,Critical
CNC-2837,CNC-07,2026-09-15 11:44:00,Outer Diameter,25.0,25.243,0.1,0.243,FAIL,Critical
CNC-2838,CNC-07,2026-09-15 11:56:00,Outer Diameter,25.0,25.279,0.1,0.279,FAIL,Critical
CNC-2839,CNC-07,2026-09-15 12:08:00,Outer Diameter,25.0,25.285,0.1,0.285,FAIL,Critical
CNC-2840,CNC-07,2026-09-15 12:20:00,Outer Diameter,25.0,25.294,0.1,0.294,FAIL,Critical
CNC-2841,CNC-07,2026-09-15 12:32:00,Outer Diameter,25.0,25.309,0.1,0.309,FAIL,Critical
CNC-2842,CNC-07,2026-09-15 12:44:00,Outer Diameter,25.0,25.326,0.1,0.326,FAIL,Critical
CNC-2843,CNC-07,2026-09-15 12:56:00,Outer Diameter,25.0,25.34,0.1,0.34,FAIL,Critical
CNC-2844,CNC-07,2026-09-15 13:08:00,Outer Diameter,25.0,25.364,0.1,0.364,FAIL,Critical
CNC-2845,CNC-07,2026-09-15 13:20:00,Outer Diameter,25.0,25.388,0.1,0.388,FAIL,Critical
CNC-2846,CNC-07,2026-09-15 13:32:00,Outer Diameter,25.0,25.411,0.1,0.411,FAIL,Critical
CNC-2847,CNC-07,2026-09-15 13:44:00,Outer Diameter,25.0,25.42,0.1,0.42,FAIL,Critical
